n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL
10,1,100,100,0.01,0.001,473	
10,1,100,100,0.01,0.0033,471	
10,1,100,100,0.01,0.01,471	
10,1,100,100,0.01,0.033,471	
10,1,100,100,0.01,0.1,471	
10,1,100,100,0.01,0.33,473	
10,1,100,100,0.033,0.001,472	
10,1,100,100,0.033,0.0033,470	
10,1,100,100,0.033,0.01,471	
10,1,100,100,0.033,0.033,470	
10,1,100,100,0.033,0.1,469	
10,1,100,100,0.033,0.33,471	
10,1,100,100,0.1,0.001,471	
10,1,100,100,0.1,0.0033,470	
10,1,100,100,0.1,0.01,470	
10,1,100,100,0.1,0.033,471	
10,1,100,100,0.1,0.1,470	
10,1,100,100,0.1,0.33,470	
10,1,100,100,0.3,0.001,470	
10,1,100,100,0.3,0.0033,470	
10,1,100,100,0.3,0.01,469	
10,1,100,100,0.3,0.033,469	
10,1,100,100,0.3,0.1,470	
10,1,100,100,0.3,0.33,470	
10,1,100,100,0.9,0.001,470	
10,1,100,100,0.9,0.0033,470	
10,1,100,100,0.9,0.01,469	
10,1,100,100,0.9,0.033,469	
10,1,100,100,0.9,0.1,471	
10,1,100,100,0.9,0.33,470	
10,1,100,1000,0.01,0.001,473	
10,1,100,1000,0.01,0.0033,474	
10,1,100,1000,0.01,0.01,474	
10,1,100,1000,0.01,0.033,473	
10,1,100,1000,0.01,0.1,474	
10,1,100,1000,0.01,0.33,472	
10,1,100,1000,0.033,0.001,472	
10,1,100,1000,0.033,0.0033,472	
10,1,100,1000,0.033,0.01,473	
10,1,100,1000,0.033,0.033,471	
10,1,100,1000,0.033,0.1,471	
10,1,100,1000,0.033,0.33,471	
10,1,100,1000,0.1,0.001,471	
10,1,100,1000,0.1,0.0033,470	
10,1,100,1000,0.1,0.01,470	
10,1,100,1000,0.1,0.033,471	
10,1,100,1000,0.1,0.1,471	
10,1,100,1000,0.1,0.33,470	
10,1,100,1000,0.3,0.001,471	
10,1,100,1000,0.3,0.0033,470	
10,1,100,1000,0.3,0.01,471	
10,1,100,1000,0.3,0.033,470	
10,1,100,1000,0.3,0.1,471	
10,1,100,1000,0.3,0.33,471	
10,1,100,1000,0.9,0.001,472	
10,1,100,1000,0.9,0.0033,471	
10,1,100,1000,0.9,0.01,471	
10,1,100,1000,0.9,0.033,471	
10,1,100,1000,0.9,0.1,471	
10,1,100,1000,0.9,0.33,471	
10,1,100,33,0.01,0.001,472	
10,1,100,33,0.01,0.0033,471	
10,1,100,33,0.01,0.01,470	
10,1,100,33,0.01,0.033,469	
10,1,100,33,0.01,0.1,470	
10,1,100,33,0.01,0.33,470	
10,1,100,33,0.033,0.001,469	
10,1,100,33,0.033,0.0033,470	
10,1,100,33,0.033,0.01,469	
10,1,100,33,0.033,0.033,470	
10,1,100,33,0.033,0.1,470	
10,1,100,33,0.033,0.33,469	
10,1,100,33,0.1,0.001,470	
10,1,100,33,0.1,0.0033,470	
10,1,100,33,0.1,0.01,469	
10,1,100,33,0.1,0.033,469	
10,1,100,33,0.1,0.1,469	
10,1,100,33,0.1,0.33,469	
10,1,100,33,0.3,0.001,470	
10,1,100,33,0.3,0.0033,470	
10,1,100,33,0.3,0.01,469	
10,1,100,33,0.3,0.033,469	
10,1,100,33,0.3,0.1,468	
10,1,100,33,0.3,0.33,469	
10,1,100,33,0.9,0.001,469	
10,1,100,33,0.9,0.0033,469	
10,1,100,33,0.9,0.01,470	
10,1,100,33,0.9,0.033,469	
10,1,100,33,0.9,0.1,469	
10,1,100,33,0.9,0.33,469	
10,1,100,330,0.01,0.001,473	
10,1,100,330,0.01,0.0033,474	
10,1,100,330,0.01,0.01,473	
10,1,100,330,0.01,0.033,472	
10,1,100,330,0.01,0.1,472	
10,1,100,330,0.01,0.33,472	
10,1,100,330,0.033,0.001,471	
10,1,100,330,0.033,0.0033,470	
10,1,100,330,0.033,0.01,472	
10,1,100,330,0.033,0.033,470	
10,1,100,330,0.033,0.1,470	
10,1,100,330,0.033,0.33,471	
10,1,100,330,0.1,0.001,470	
10,1,100,330,0.1,0.0033,470	
10,1,100,330,0.1,0.01,471	
10,1,100,330,0.1,0.033,470	
10,1,100,330,0.1,0.1,471	
10,1,100,330,0.1,0.33,471	
10,1,100,330,0.3,0.001,470	
10,1,100,330,0.3,0.0033,470	
10,1,100,330,0.3,0.01,470	
10,1,100,330,0.3,0.033,471	
10,1,100,330,0.3,0.1,472	
10,1,100,330,0.3,0.33,471	
10,1,100,330,0.9,0.001,471	
10,1,100,330,0.9,0.0033,470	
10,1,100,330,0.9,0.01,471	
10,1,100,330,0.9,0.033,470	
10,1,100,330,0.9,0.1,470	
10,1,100,330,0.9,0.33,472	
10,1,1000,100,0.01,0.001,473	
10,1,1000,100,0.01,0.0033,472	
10,1,1000,100,0.01,0.01,471	
10,1,1000,100,0.01,0.033,472	
10,1,1000,100,0.01,0.1,472	
10,1,1000,100,0.01,0.33,471	
10,1,1000,100,0.033,0.001,471	
10,1,1000,100,0.033,0.0033,472	
10,1,1000,100,0.033,0.01,471	
10,1,1000,100,0.033,0.033,470	
10,1,1000,100,0.033,0.1,471	
10,1,1000,100,0.033,0.33,471	
10,1,1000,100,0.1,0.001,471	
10,1,1000,100,0.1,0.0033,471	
10,1,1000,100,0.1,0.01,470	
10,1,1000,100,0.1,0.033,471	
10,1,1000,100,0.1,0.1,471	
10,1,1000,100,0.1,0.33,471	
10,1,1000,100,0.3,0.001,471	
10,1,1000,100,0.3,0.0033,471	
10,1,1000,100,0.3,0.01,472	
10,1,1000,100,0.3,0.033,473	
10,1,1000,100,0.3,0.1,472	
10,1,1000,100,0.3,0.33,471	
10,1,1000,100,0.9,0.001,471	
10,1,1000,100,0.9,0.0033,471	
10,1,1000,100,0.9,0.01,471	
10,1,1000,100,0.9,0.033,471	
10,1,1000,100,0.9,0.1,471	
10,1,1000,100,0.9,0.33,471	
10,1,1000,1000,0.01,0.001,474	
10,1,1000,1000,0.01,0.0033,473	
10,1,1000,1000,0.01,0.01,473	
10,1,1000,1000,0.01,0.033,473	
10,1,1000,1000,0.01,0.1,472	
10,1,1000,1000,0.01,0.33,474	
10,1,1000,1000,0.033,0.001,471	
10,1,1000,1000,0.033,0.0033,471	
10,1,1000,1000,0.033,0.01,472	
10,1,1000,1000,0.033,0.033,473	
10,1,1000,1000,0.033,0.1,471	
10,1,1000,1000,0.033,0.33,472	
10,1,1000,1000,0.1,0.001,472	
10,1,1000,1000,0.1,0.0033,472	
10,1,1000,1000,0.1,0.01,472	
10,1,1000,1000,0.1,0.033,472	
10,1,1000,1000,0.1,0.1,472	
10,1,1000,1000,0.1,0.33,472	
10,1,1000,1000,0.3,0.001,472	
10,1,1000,1000,0.3,0.0033,473	
10,1,1000,1000,0.3,0.01,472	
10,1,1000,1000,0.3,0.033,472	
10,1,1000,1000,0.3,0.1,471	
10,1,1000,1000,0.3,0.33,472	
10,1,1000,1000,0.9,0.001,472	
10,1,1000,1000,0.9,0.0033,472	
10,1,1000,1000,0.9,0.01,471	
10,1,1000,1000,0.9,0.033,472	
10,1,1000,1000,0.9,0.1,471	
10,1,1000,1000,0.9,0.33,473	
10,1,1000,33,0.01,0.001,471	
10,1,1000,33,0.01,0.0033,471	
10,1,1000,33,0.01,0.01,471	
10,1,1000,33,0.01,0.033,471	
10,1,1000,33,0.01,0.1,471	
10,1,1000,33,0.01,0.33,471	
10,1,1000,33,0.033,0.001,469	
10,1,1000,33,0.033,0.0033,472	
10,1,1000,33,0.033,0.01,471	
10,1,1000,33,0.033,0.033,471	
10,1,1000,33,0.033,0.1,471	
10,1,1000,33,0.033,0.33,471	
10,1,1000,33,0.1,0.001,471	
10,1,1000,33,0.1,0.0033,470	
10,1,1000,33,0.1,0.01,471	
10,1,1000,33,0.1,0.033,470	
10,1,1000,33,0.1,0.1,471	
10,1,1000,33,0.1,0.33,471	
10,1,1000,33,0.3,0.001,470	
10,1,1000,33,0.3,0.0033,470	
10,1,1000,33,0.3,0.01,470	
10,1,1000,33,0.3,0.033,471	
10,1,1000,33,0.3,0.1,470	
10,1,1000,33,0.3,0.33,470	
10,1,1000,33,0.9,0.001,470	
10,1,1000,33,0.9,0.0033,470	
10,1,1000,33,0.9,0.01,470	
10,1,1000,33,0.9,0.033,470	
10,1,1000,33,0.9,0.1,471	
10,1,1000,33,0.9,0.33,470	
10,1,1000,330,0.01,0.001,473	
10,1,1000,330,0.01,0.0033,472	
10,1,1000,330,0.01,0.01,473	
10,1,1000,330,0.01,0.033,473	
10,1,1000,330,0.01,0.1,474	
10,1,1000,330,0.01,0.33,473	
10,1,1000,330,0.033,0.001,471	
10,1,1000,330,0.033,0.0033,472	
10,1,1000,330,0.033,0.01,472	
10,1,1000,330,0.033,0.033,472	
10,1,1000,330,0.033,0.1,472	
10,1,1000,330,0.033,0.33,472	
10,1,1000,330,0.1,0.001,471	
10,1,1000,330,0.1,0.0033,472	
10,1,1000,330,0.1,0.01,472	
10,1,1000,330,0.1,0.033,471	
10,1,1000,330,0.1,0.1,472	
10,1,1000,330,0.1,0.33,471	
10,1,1000,330,0.3,0.001,471	
10,1,1000,330,0.3,0.0033,471	
10,1,1000,330,0.3,0.01,472	
10,1,1000,330,0.3,0.033,471	
10,1,1000,330,0.3,0.1,472	
10,1,1000,330,0.3,0.33,471	
10,1,1000,330,0.9,0.001,471	
10,1,1000,330,0.9,0.0033,472	
10,1,1000,330,0.9,0.01,472	
10,1,1000,330,0.9,0.033,472	
10,1,1000,330,0.9,0.1,471	
10,1,1000,330,0.9,0.33,471	
10,1,10000,100,0.01,0.001,472	
10,1,10000,100,0.01,0.0033,474	
10,1,10000,100,0.01,0.01,473	
10,1,10000,100,0.01,0.033,472	
10,1,10000,100,0.01,0.1,472	
10,1,10000,100,0.01,0.33,472	
10,1,10000,100,0.033,0.001,472	
10,1,10000,100,0.033,0.0033,471	
10,1,10000,100,0.033,0.01,473	
10,1,10000,100,0.033,0.033,472	
10,1,10000,100,0.033,0.1,471	
10,1,10000,100,0.033,0.33,472	
10,1,10000,100,0.1,0.001,471	
10,1,10000,100,0.1,0.0033,473	
10,1,10000,100,0.1,0.01,472	
10,1,10000,100,0.1,0.033,472	
10,1,10000,100,0.1,0.1,472	
10,1,10000,100,0.1,0.33,472	
10,1,10000,100,0.3,0.001,471	
10,1,10000,100,0.3,0.0033,472	
10,1,10000,100,0.3,0.01,472	
10,1,10000,100,0.3,0.033,472	
10,1,10000,100,0.3,0.1,472	
10,1,10000,100,0.3,0.33,471	
10,1,10000,100,0.9,0.001,474	
10,1,10000,100,0.9,0.0033,472	
10,1,10000,100,0.9,0.01,472	
10,1,10000,100,0.9,0.033,472	
10,1,10000,100,0.9,0.1,472	
10,1,10000,100,0.9,0.33,472	
10,1,10000,1000,0.01,0.001,474	
10,1,10000,1000,0.01,0.0033,473	
10,1,10000,1000,0.01,0.01,473	
10,1,10000,1000,0.01,0.033,473	
10,1,10000,1000,0.01,0.1,473	
10,1,10000,1000,0.01,0.33,474	
10,1,10000,1000,0.033,0.001,473	
10,1,10000,1000,0.033,0.0033,472	
10,1,10000,1000,0.033,0.01,473	
10,1,10000,1000,0.033,0.033,473	
10,1,10000,1000,0.033,0.1,472	
10,1,10000,1000,0.033,0.33,473	
10,1,10000,1000,0.1,0.001,472	
10,1,10000,1000,0.1,0.0033,472	
10,1,10000,1000,0.1,0.01,473	
10,1,10000,1000,0.1,0.033,473	
10,1,10000,1000,0.1,0.1,473	
10,1,10000,1000,0.1,0.33,473	
10,1,10000,1000,0.3,0.001,472	
10,1,10000,1000,0.3,0.0033,473	
10,1,10000,1000,0.3,0.01,472	
10,1,10000,1000,0.3,0.033,473	
10,1,10000,1000,0.3,0.1,473	
10,1,10000,1000,0.3,0.33,473	
10,1,10000,1000,0.9,0.001,473	
10,1,10000,1000,0.9,0.0033,472	
10,1,10000,1000,0.9,0.01,472	
10,1,10000,1000,0.9,0.033,472	
10,1,10000,1000,0.9,0.1,474	
10,1,10000,1000,0.9,0.33,473	
10,1,10000,33,0.01,0.001,472	
10,1,10000,33,0.01,0.0033,472	
10,1,10000,33,0.01,0.01,471	
10,1,10000,33,0.01,0.033,472	
10,1,10000,33,0.01,0.1,472	
10,1,10000,33,0.01,0.33,471	
10,1,10000,33,0.033,0.001,471	
10,1,10000,33,0.033,0.0033,471	
10,1,10000,33,0.033,0.01,471	
10,1,10000,33,0.033,0.033,472	
10,1,10000,33,0.033,0.1,472	
10,1,10000,33,0.033,0.33,472	
10,1,10000,33,0.1,0.001,471	
10,1,10000,33,0.1,0.0033,471	
10,1,10000,33,0.1,0.01,472	
10,1,10000,33,0.1,0.033,471	
10,1,10000,33,0.1,0.1,471	
10,1,10000,33,0.1,0.33,471	
10,1,10000,33,0.3,0.001,472	
10,1,10000,33,0.3,0.0033,471	
10,1,10000,33,0.3,0.01,471	
10,1,10000,33,0.3,0.033,471	
10,1,10000,33,0.3,0.1,471	
10,1,10000,33,0.3,0.33,471	
10,1,10000,33,0.9,0.001,472	
10,1,10000,33,0.9,0.0033,472	
10,1,10000,33,0.9,0.01,472	
10,1,10000,33,0.9,0.033,471	
10,1,10000,33,0.9,0.1,472	
10,1,10000,33,0.9,0.33,471	
10,1,10000,330,0.01,0.001,473	
10,1,10000,330,0.01,0.0033,473	
10,1,10000,330,0.01,0.01,474	
10,1,10000,330,0.01,0.033,473	
10,1,10000,330,0.01,0.1,473	
10,1,10000,330,0.01,0.33,473	
10,1,10000,330,0.033,0.001,472	
10,1,10000,330,0.033,0.0033,472	
10,1,10000,330,0.033,0.01,473	
10,1,10000,330,0.033,0.033,472	
10,1,10000,330,0.033,0.1,472	
10,1,10000,330,0.033,0.33,472	
10,1,10000,330,0.1,0.001,473	
10,1,10000,330,0.1,0.0033,472	
10,1,10000,330,0.1,0.01,472	
10,1,10000,330,0.1,0.033,472	
10,1,10000,330,0.1,0.1,473	
10,1,10000,330,0.1,0.33,472	
10,1,10000,330,0.3,0.001,472	
10,1,10000,330,0.3,0.0033,473	
10,1,10000,330,0.3,0.01,471	
10,1,10000,330,0.3,0.033,473	
10,1,10000,330,0.3,0.1,472	
10,1,10000,330,0.3,0.33,472	
10,1,10000,330,0.9,0.001,472	
10,1,10000,330,0.9,0.0033,472	
10,1,10000,330,0.9,0.01,472	
10,1,10000,330,0.9,0.033,472	
10,1,10000,330,0.9,0.1,472	
10,1,10000,330,0.9,0.33,472	
10,1,330,100,0.01,0.001,472	
10,1,330,100,0.01,0.0033,471	
10,1,330,100,0.01,0.01,471	
10,1,330,100,0.01,0.033,472	
10,1,330,100,0.01,0.1,471	
10,1,330,100,0.01,0.33,472	
10,1,330,100,0.033,0.001,470	
10,1,330,100,0.033,0.0033,470	
10,1,330,100,0.033,0.01,471	
10,1,330,100,0.033,0.033,471	
10,1,330,100,0.033,0.1,471	
10,1,330,100,0.033,0.33,470	
10,1,330,100,0.1,0.001,470	
10,1,330,100,0.1,0.0033,470	
10,1,330,100,0.1,0.01,471	
10,1,330,100,0.1,0.033,470	
10,1,330,100,0.1,0.1,470	
10,1,330,100,0.1,0.33,470	
10,1,330,100,0.3,0.001,471	
10,1,330,100,0.3,0.0033,470	
10,1,330,100,0.3,0.01,471	
10,1,330,100,0.3,0.033,471	
10,1,330,100,0.3,0.1,470	
10,1,330,100,0.3,0.33,470	
10,1,330,100,0.9,0.001,471	
10,1,330,100,0.9,0.0033,470	
10,1,330,100,0.9,0.01,470	
10,1,330,100,0.9,0.033,470	
10,1,330,100,0.9,0.1,471	
10,1,330,100,0.9,0.33,471	
10,1,330,1000,0.01,0.001,474	
10,1,330,1000,0.01,0.0033,474	
10,1,330,1000,0.01,0.01,475	
10,1,330,1000,0.01,0.033,474	
10,1,330,1000,0.01,0.1,474	
10,1,330,1000,0.01,0.33,473	
10,1,330,1000,0.033,0.001,472	
10,1,330,1000,0.033,0.0033,471	
10,1,330,1000,0.033,0.01,471	
10,1,330,1000,0.033,0.033,471	
10,1,330,1000,0.033,0.1,473	
10,1,330,1000,0.033,0.33,471	
10,1,330,1000,0.1,0.001,471	
10,1,330,1000,0.1,0.0033,472	
10,1,330,1000,0.1,0.01,471	
10,1,330,1000,0.1,0.033,472	
10,1,330,1000,0.1,0.1,472	
10,1,330,1000,0.1,0.33,471	
10,1,330,1000,0.3,0.001,472	
10,1,330,1000,0.3,0.0033,471	
10,1,330,1000,0.3,0.01,471	
10,1,330,1000,0.3,0.033,471	
10,1,330,1000,0.3,0.1,471	
10,1,330,1000,0.3,0.33,471	
10,1,330,1000,0.9,0.001,472	
10,1,330,1000,0.9,0.0033,471	
10,1,330,1000,0.9,0.01,472	
10,1,330,1000,0.9,0.033,472	
10,1,330,1000,0.9,0.1,471	
10,1,330,1000,0.9,0.33,472	
10,1,330,33,0.01,0.001,470	
10,1,330,33,0.01,0.0033,470	
10,1,330,33,0.01,0.01,472	
10,1,330,33,0.01,0.033,470	
10,1,330,33,0.01,0.1,469	
10,1,330,33,0.01,0.33,470	
10,1,330,33,0.033,0.001,470	
10,1,330,33,0.033,0.0033,470	
10,1,330,33,0.033,0.01,469	
10,1,330,33,0.033,0.033,471	
10,1,330,33,0.033,0.1,470	
10,1,330,33,0.033,0.33,470	
10,1,330,33,0.1,0.001,470	
10,1,330,33,0.1,0.0033,470	
10,1,330,33,0.1,0.01,470	
10,1,330,33,0.1,0.033,470	
10,1,330,33,0.1,0.1,469	
10,1,330,33,0.1,0.33,471	
10,1,330,33,0.3,0.001,469	
10,1,330,33,0.3,0.0033,469	
10,1,330,33,0.3,0.01,470	
10,1,330,33,0.3,0.033,471	
10,1,330,33,0.3,0.1,470	
10,1,330,33,0.3,0.33,469	
10,1,330,33,0.9,0.001,470	
10,1,330,33,0.9,0.0033,470	
10,1,330,33,0.9,0.01,470	
10,1,330,33,0.9,0.033,470	
10,1,330,33,0.9,0.1,469	
10,1,330,33,0.9,0.33,469	
10,1,330,330,0.01,0.001,472	
10,1,330,330,0.01,0.0033,473	
10,1,330,330,0.01,0.01,471	
10,1,330,330,0.01,0.033,473	
10,1,330,330,0.01,0.1,474	
10,1,330,330,0.01,0.33,473	
10,1,330,330,0.033,0.001,472	
10,1,330,330,0.033,0.0033,471	
10,1,330,330,0.033,0.01,472	
10,1,330,330,0.033,0.033,471	
10,1,330,330,0.033,0.1,471	
10,1,330,330,0.033,0.33,470	
10,1,330,330,0.1,0.001,471	
10,1,330,330,0.1,0.0033,471	
10,1,330,330,0.1,0.01,471	
10,1,330,330,0.1,0.033,472	
10,1,330,330,0.1,0.1,472	
10,1,330,330,0.1,0.33,471	
10,1,330,330,0.3,0.001,471	
10,1,330,330,0.3,0.0033,472	
10,1,330,330,0.3,0.01,470	
10,1,330,330,0.3,0.033,470	
10,1,330,330,0.3,0.1,472	
10,1,330,330,0.3,0.33,471	
10,1,330,330,0.9,0.001,471	
10,1,330,330,0.9,0.0033,471	
10,1,330,330,0.9,0.01,471	
10,1,330,330,0.9,0.033,470	
10,1,330,330,0.9,0.1,472	
10,1,330,330,0.9,0.33,471	
10,1,3300,100,0.01,0.001,472	
10,1,3300,100,0.01,0.0033,473	
10,1,3300,100,0.01,0.01,473	
10,1,3300,100,0.01,0.033,473	
10,1,3300,100,0.01,0.1,472	
10,1,3300,100,0.01,0.33,471	
10,1,3300,100,0.033,0.001,472	
10,1,3300,100,0.033,0.0033,472	
10,1,3300,100,0.033,0.01,471	
10,1,3300,100,0.033,0.033,471	
10,1,3300,100,0.033,0.1,472	
10,1,3300,100,0.033,0.33,471	
10,1,3300,100,0.1,0.001,472	
10,1,3300,100,0.1,0.0033,471	
10,1,3300,100,0.1,0.01,472	
10,1,3300,100,0.1,0.033,471	
10,1,3300,100,0.1,0.1,471	
10,1,3300,100,0.1,0.33,471	
10,1,3300,100,0.3,0.001,471	
10,1,3300,100,0.3,0.0033,471	
10,1,3300,100,0.3,0.01,471	
10,1,3300,100,0.3,0.033,471	
10,1,3300,100,0.3,0.1,471	
10,1,3300,100,0.3,0.33,472	
10,1,3300,100,0.9,0.001,472	
10,1,3300,100,0.9,0.0033,473	
10,1,3300,100,0.9,0.01,471	
10,1,3300,100,0.9,0.033,471	
10,1,3300,100,0.9,0.1,471	
10,1,3300,100,0.9,0.33,472	
10,1,3300,1000,0.01,0.001,474	
10,1,3300,1000,0.01,0.0033,474	
10,1,3300,1000,0.01,0.01,474	
10,1,3300,1000,0.01,0.033,473	
10,1,3300,1000,0.01,0.1,474	
10,1,3300,1000,0.01,0.33,473	
10,1,3300,1000,0.033,0.001,472	
10,1,3300,1000,0.033,0.0033,472	
10,1,3300,1000,0.033,0.01,472	
10,1,3300,1000,0.033,0.033,472	
10,1,3300,1000,0.033,0.1,472	
10,1,3300,1000,0.033,0.33,472	
10,1,3300,1000,0.1,0.001,472	
10,1,3300,1000,0.1,0.0033,472	
10,1,3300,1000,0.1,0.01,473	
10,1,3300,1000,0.1,0.033,473	
10,1,3300,1000,0.1,0.1,472	
10,1,3300,1000,0.1,0.33,472	
10,1,3300,1000,0.3,0.001,473	
10,1,3300,1000,0.3,0.0033,472	
10,1,3300,1000,0.3,0.01,472	
10,1,3300,1000,0.3,0.033,473	
10,1,3300,1000,0.3,0.1,472	
10,1,3300,1000,0.3,0.33,473	
10,1,3300,1000,0.9,0.001,473	
10,1,3300,1000,0.9,0.0033,472	
10,1,3300,1000,0.9,0.01,472	
10,1,3300,1000,0.9,0.033,472	
10,1,3300,1000,0.9,0.1,472	
10,1,3300,1000,0.9,0.33,473	
10,1,3300,33,0.01,0.001,471	
10,1,3300,33,0.01,0.0033,471	
10,1,3300,33,0.01,0.01,471	
10,1,3300,33,0.01,0.033,472	
10,1,3300,33,0.01,0.1,471	
10,1,3300,33,0.01,0.33,471	
10,1,3300,33,0.033,0.001,471	
10,1,3300,33,0.033,0.0033,471	
10,1,3300,33,0.033,0.01,471	
10,1,3300,33,0.033,0.033,471	
10,1,3300,33,0.033,0.1,472	
10,1,3300,33,0.033,0.33,472	
10,1,3300,33,0.1,0.001,471	
10,1,3300,33,0.1,0.0033,472	
10,1,3300,33,0.1,0.01,471	
10,1,3300,33,0.1,0.033,471	
10,1,3300,33,0.1,0.1,471	
10,1,3300,33,0.1,0.33,471	
10,1,3300,33,0.3,0.001,470	
10,1,3300,33,0.3,0.0033,471	
10,1,3300,33,0.3,0.01,473	
10,1,3300,33,0.3,0.033,471	
10,1,3300,33,0.3,0.1,470	
10,1,3300,33,0.3,0.33,471	
10,1,3300,33,0.9,0.001,470	
10,1,3300,33,0.9,0.0033,471	
10,1,3300,33,0.9,0.01,471	
10,1,3300,33,0.9,0.033,471	
10,1,3300,33,0.9,0.1,470	
10,1,3300,33,0.9,0.33,471	
10,1,3300,330,0.01,0.001,472	
10,1,3300,330,0.01,0.0033,474	
10,1,3300,330,0.01,0.01,472	
10,1,3300,330,0.01,0.033,473	
10,1,3300,330,0.01,0.1,474	
10,1,3300,330,0.01,0.33,472	
10,1,3300,330,0.033,0.001,471	
10,1,3300,330,0.033,0.0033,471	
10,1,3300,330,0.033,0.01,472	
10,1,3300,330,0.033,0.033,472	
10,1,3300,330,0.033,0.1,472	
10,1,3300,330,0.033,0.33,472	
10,1,3300,330,0.1,0.001,472	
10,1,3300,330,0.1,0.0033,472	
10,1,3300,330,0.1,0.01,472	
10,1,3300,330,0.1,0.033,472	
10,1,3300,330,0.1,0.1,472	
10,1,3300,330,0.1,0.33,472	
10,1,3300,330,0.3,0.001,472	
10,1,3300,330,0.3,0.0033,472	
10,1,3300,330,0.3,0.01,471	
10,1,3300,330,0.3,0.033,471	
10,1,3300,330,0.3,0.1,471	
10,1,3300,330,0.3,0.33,472	
10,1,3300,330,0.9,0.001,472	
10,1,3300,330,0.9,0.0033,471	
10,1,3300,330,0.9,0.01,472	
10,1,3300,330,0.9,0.033,472	
10,1,3300,330,0.9,0.1,472	
10,1,3300,330,0.9,0.33,472	
10,1,33000,100,0.01,0.001,472	
10,1,33000,100,0.01,0.0033,473	
10,1,33000,100,0.01,0.01,474	
10,1,33000,100,0.01,0.033,473	
10,1,33000,100,0.01,0.1,473	
10,1,33000,100,0.01,0.33,472	
10,1,33000,100,0.033,0.001,473	
10,1,33000,100,0.033,0.0033,473	
10,1,33000,100,0.033,0.01,472	
10,1,33000,100,0.033,0.033,473	
10,1,33000,100,0.033,0.1,472	
10,1,33000,100,0.033,0.33,473	
10,1,33000,100,0.1,0.001,472	
10,1,33000,100,0.1,0.0033,473	
10,1,33000,100,0.1,0.01,472	
10,1,33000,100,0.1,0.033,473	
10,1,33000,100,0.1,0.1,473	
10,1,33000,100,0.1,0.33,472	
10,1,33000,100,0.3,0.001,472	
10,1,33000,100,0.3,0.0033,473	
10,1,33000,100,0.3,0.01,472	
10,1,33000,100,0.3,0.033,472	
10,1,33000,100,0.3,0.1,473	
10,1,33000,100,0.3,0.33,473	
10,1,33000,100,0.9,0.001,472	
10,1,33000,100,0.9,0.0033,473	
10,1,33000,100,0.9,0.01,472	
10,1,33000,100,0.9,0.033,473	
10,1,33000,100,0.9,0.1,472	
10,1,33000,100,0.9,0.33,473	
10,1,33000,33,0.01,0.001,472	
10,1,33000,33,0.01,0.0033,472	
10,1,33000,33,0.01,0.01,472	
10,1,33000,33,0.01,0.033,472	
10,1,33000,33,0.01,0.1,472	
10,1,33000,33,0.01,0.33,472	
10,1,33000,33,0.033,0.001,472	
10,1,33000,33,0.033,0.0033,472	
10,1,33000,33,0.033,0.01,472	
10,1,33000,33,0.033,0.033,472	
10,1,33000,33,0.033,0.1,472	
10,1,33000,33,0.033,0.33,471	
10,1,33000,33,0.1,0.001,472	
10,1,33000,33,0.1,0.0033,472	
10,1,33000,33,0.1,0.01,473	
10,1,33000,33,0.1,0.033,473	
10,1,33000,33,0.1,0.1,472	
10,1,33000,33,0.1,0.33,472	
10,1,33000,33,0.3,0.001,472	
10,1,33000,33,0.3,0.0033,472	
10,1,33000,33,0.3,0.01,472	
10,1,33000,33,0.3,0.033,472	
10,1,33000,33,0.3,0.1,471	
10,1,33000,33,0.3,0.33,472	
10,1,33000,33,0.9,0.001,472	
10,1,33000,33,0.9,0.0033,472	
10,1,33000,33,0.9,0.01,472	
10,1,33000,33,0.9,0.033,472	
10,1,33000,33,0.9,0.1,471	
10,1,33000,33,0.9,0.33,472	
10,1,33000,330,0.1,0.01,472	
10,1,33000,330,0.1,0.033,472	
10,1,33000,330,0.1,0.1,472	
10,1,33000,330,0.1,0.33,473	
10,1,33000,330,0.3,0.001,473	
10,1,33000,330,0.3,0.0033,473	
10,1,33000,330,0.3,0.01,473	
10,1,33000,330,0.3,0.033,472	
10,1,33000,330,0.3,0.1,472	
10,1,33000,330,0.3,0.33,473	
10,1,33000,330,0.9,0.001,473	
10,1,33000,330,0.9,0.0033,473	
10,1,33000,330,0.9,0.01,473	
10,1,33000,330,0.9,0.033,472	
10,1,33000,330,0.9,0.1,472	
10,1,33000,330,0.9,0.33,474	
11,1,100,100,0.01,0.001,963	
11,1,100,100,0.01,0.0033,963	
11,1,100,100,0.01,0.01,962	
11,1,100,100,0.01,0.033,962	
11,1,100,100,0.01,0.1,961	
11,1,100,100,0.01,0.33,962	
11,1,100,100,0.033,0.001,959	
11,1,100,100,0.033,0.0033,962	
11,1,100,100,0.033,0.01,961	
11,1,100,100,0.033,0.033,960	
11,1,100,100,0.033,0.1,960	
11,1,100,100,0.033,0.33,960	
11,1,100,100,0.1,0.001,959	
11,1,100,100,0.1,0.0033,960	
11,1,100,100,0.1,0.01,959	
11,1,100,100,0.1,0.033,959	
11,1,100,100,0.1,0.1,959	
11,1,100,100,0.1,0.33,959	
11,1,100,100,0.3,0.001,960	
11,1,100,100,0.3,0.0033,959	
11,1,100,100,0.3,0.01,959	
11,1,100,100,0.3,0.033,959	
